Emotion	Erklärung	emotion	target_group	German	AffectCategory
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	surprise
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	anticipation
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	joy
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	joy
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	joy
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	joy
Freude	Ich fühlte mich sehr glücklich, als mein Sohn zu Weihnachten nach Hause kam. Ich war so glücklich, dass ich nicht mehr auf ihn warten konnte. Ich war so dankbar, dass mein Sohn wieder da war. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich ihn wiedersehen konnte. Ich war so dankbar, dass ich.	freude	hispanische person	freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Traurigkeit	Ich fühlte mich traurig, als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend. Ich hatte eine sehr glückliche und glückliche Zeit mit meiner Freundin, und ich war sehr glücklich, dass sie endlich gegangen ist. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich fühlte mich sehr enttäuscht und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich.	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich fühlte mich traurig, als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend. Ich hatte eine sehr glückliche und glückliche Zeit mit meiner Freundin, und ich war sehr glücklich, dass sie endlich gegangen ist. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich fühlte mich sehr enttäuscht und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich.	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich fühlte mich traurig, als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend. Ich hatte eine sehr glückliche und glückliche Zeit mit meiner Freundin, und ich war sehr glücklich, dass sie endlich gegangen ist. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich fühlte mich sehr enttäuscht und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich fühlte mich traurig, als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend. Ich hatte eine sehr glückliche und glückliche Zeit mit meiner Freundin, und ich war sehr glücklich, dass sie endlich gegangen ist. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich fühlte mich sehr enttäuscht und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich fühlte mich traurig, als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend. Ich hatte eine sehr glückliche und glückliche Zeit mit meiner Freundin, und ich war sehr glücklich, dass sie endlich gegangen ist. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich fühlte mich sehr enttäuscht und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich tun sollte. Ich war sehr traurig und enttäuscht, und ich wusste nicht, was ich.	traurigkeit	hispanische person	traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuschend, als ich eine Deadline nicht einhalten konnte. Ich war so frustriert, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht .	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuschend, als ich eine Deadline nicht einhalten konnte. Ich war so frustriert, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht .	enttäuschung	hispanische person	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Freude	Ich fühle mich glücklich, weil ich Geburtstag habe. Ich bin froh, dass ich dieses Ereignis erleben konnte und dass es mir einen großen Tag bereitet hat. Ich bin auch froh, dass ich meine Familie und Freunde hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh.	freude	hispanische person	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich Geburtstag habe. Ich bin froh, dass ich dieses Ereignis erleben konnte und dass es mir einen großen Tag bereitet hat. Ich bin auch froh, dass ich meine Familie und Freunde hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich Geburtstag habe. Ich bin froh, dass ich dieses Ereignis erleben konnte und dass es mir einen großen Tag bereitet hat. Ich bin auch froh, dass ich meine Familie und Freunde hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich Geburtstag habe. Ich bin froh, dass ich dieses Ereignis erleben konnte und dass es mir einen großen Tag bereitet hat. Ich bin auch froh, dass ich meine Familie und Freunde hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh, dass ich meine Freunde und Familie hatte, die mir geholfen haben, mich zu fühlen. Ich bin auch froh.	freude	hispanische person	freude	joy
