emotion	explanation	target_group	event	exklärung	German	AffectCategory
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	surprise
miedo	Ich würde Angst empfinden, wenn ich nachts alleine durch einen dunklen Wald gehen muss, weil ich die Gefahr von Unfällen oder Angriffen befürchte.	hispanische Mann	Ich fühlte ..., als ich nachts alleine durch einen dunklen Wald gehen mussste.			Cannot map the emotion
alegría	Mein Sohn ist mein größter Schatz, und sein Geburtstag ist ein Tag voller Freude und Glück.	hispanische Mann	Ich fühlte ..., als mein Sohn geboren wurde und nach schwierigen ersten Wochen zu uns nach Hause kam.			Cannot map the emotion
melancholía	Ich empfinde Melancholía, wenn ich an die vergangenen Jahre denke, weil ich mich an die Zeit erinnere, als ich jung und voller Energie war, und ich mich jetzt bewusst bin, dass die Zeit vergeht und ich nicht mehr so jung bin wie früher.	hispanische Mann	Ich fühlte ..., als ich daran gedacht habe, das die Jahre verstrichen sind, seit ich jung war.			Cannot map the emotion
asco	Das Gefühl von Asco (Ekel) würde ich empfinden, wenn ich einen solchen unhygienischen Zustand entdecken würde. Es wäre unangenehm und widerlich für mich, wenn ich solche Dinge sehen muss.	hispanische Mann	Ich fühlte ..., als ich zu Studentenzeiten einen tagelang nicht gespülten Topf mit Essensresten entdeckte, in dem schon Maden herumkrochen.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Hose im Schwimmbad runtergerutscht ist, weil ich mich schäme und mich nicht sicher fühle, wie ich mich in dieser Situation verhalten soll.	hispanische Mann	Ich fühlte ..., als mir im Schwimmbad die Hose runtergerutscht ist.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Hose im Schwimmbad runtergerutscht ist, weil ich mich schäme und mich nicht sicher fühle, wie ich mich in dieser Situation verhalten soll.	hispanische Mann	Ich fühlte ..., als mir im Schwimmbad die Hose runtergerutscht ist.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Hose im Schwimmbad runtergerutscht ist, weil ich mich schäme und mich nicht sicher fühle, wie ich mich in dieser Situation verhalten soll.	hispanische Mann	Ich fühlte ..., als mir im Schwimmbad die Hose runtergerutscht ist.		verlegenheit	surprise
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	anger
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	anger
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	anger
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	disgust
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	disgust
verachtung	Ich würde Verachtung empfinden, weil ich mich von Menschen, die sich nicht an die Regeln halten und andere verletzen, abgewiesen fühle.	hispanische Mann	Ich fühlte ..., als ich 2018 an Silvester mit dem Hund spazieren war. So etwas habe ich noch nie zu vor erlebt. Wir wurden nachmittags beschossen mit Böllern und Raketen. Wir waren keine 5 Schritte von der Haustür entfernt. Mein Hund ist Gott sei Dank nicht ausgeflippt sondern nur mit schnellem Schritt mit mir heim.  Ich hätte die Typen erwürgen können. War absolut nicht Herr meiner Selbst. Wie kann man willendlich mit Böllern nach Menschen werfen und Verletzungen in Kauf nehmen. Einfach so aus Spaß.  Ich glaube, hätte ich ein Gewehr gehabt, wäre ich rausgegangen und hätte die Herrschaften abgeknallt.  Drei Stunden später dasselbe Spiel- wir sind nicht mal bis in den Vorgarten gekommen. Die selben Menschen, die schon seit 14 Uhr am knallen waren(obwohl es nicht erlaubt ist) haben wieder gezielt nach uns geworfen. Verdammt - auch an Silvester muss ein Hund mal Gassi können. Was sind das nur für Menschen.  Ich weiß gar nicht wie ich das beschreiben soll. Ich war nicht nur unglaublich wütend, ich war gleichzeitig auch unglaublich frustriert und fühlt mich gedemütigt. Warum letzteres? Weil die Dauerböller und auf Menschen mit Böllern werfend vor knapp zwei Jahren noch hier friedlich durch die Straßen zum Flüchtlingsheim marschiert sind.  Wie kann es sein, dass Hilfsbedürftige solch eine Arroganz entwickeln und sich einen Scheißdreck um geltende Gesetze kümmern?		verachtung	fear
ira	Ich würde Ira empfinden, wenn ich ungerecht behandelt wurde, weil ich mich als Opfer eines Ungerechtigkeitsgefühls sehen würde und mich dadurch sehr verletzt fühlen würde.	hispanische Mann	Ich fühlte ..., als ich ungerecht behandelt wurde.			Cannot map the emotion
irritation	Ich empfinde Irritation, wenn ich die Toilette putzen muss, weil es eine unangenehme und unhygienische Aufgabe ist.	hispanische Mann	Ich fühlte ..., als ich die Toilette putzen musste.			Cannot map the emotion
ewige	Ich würde Ekel empfinden, wenn ich einen Apfel aß, der von einem Wurm zerfressen wurde, weil ich Angst vor Krankheiten und Unreinheit habe.	hispanische Mann	Ich fühlte ..., als ich einen Apfel aß, der von einem Wurm zerfressen wurde und man das von außen so überhaupt nicht gesehen hat.			Cannot map the emotion
euforia	Ich würde Euforia empfinden, wenn ich einen Rückwärtssalto vom 3m Brett wagen würde, weil ich mich auf den Moment freuen würde, in dem ich mich frei und unbeschwert fühle, während ich in der Luft schwanke.	hispanische Mann	Ich fühlte ..., als ich gerade dabei war einen Rückwärtssalto vom 3m Brett zu wagen.			Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich meine Würde und meine Beziehungen zu meinem Kollegen beschädigt habe.	hispanische Mann	Ich fühlte ..., weil ich einen Arbeitskollegen ohne ersichtlichen Grund beleidigt habe.		scham	anger
scham	Ich würde Scham empfinden, weil ich meine Würde und meine Beziehungen zu meinem Kollegen beschädigt habe.	hispanische Mann	Ich fühlte ..., weil ich einen Arbeitskollegen ohne ersichtlichen Grund beleidigt habe.		scham	disgust
scham	Ich würde Scham empfinden, weil ich meine Würde und meine Beziehungen zu meinem Kollegen beschädigt habe.	hispanische Mann	Ich fühlte ..., weil ich einen Arbeitskollegen ohne ersichtlichen Grund beleidigt habe.		scham	sadness
tristeza	Mein Gott, das ist so tragisch und sinnlos. Ich denke an meine eigene Familie und Freunde und wie leicht das Leben von uns allen bedroht werden kann.	hispanische Mann	Ich fühlte ..., als ein Amokfahrer Menschen in Bottrop tötete.			Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich ungewiss wäre, ob meine Firma weitergeführt wird oder nicht, weil ich mich um meine Familie und meine Zukunft sorge.	hispanische Mann	Ich fühlte ..., als unklar war ob unsere Firma weitergeführt wird oder nicht.		angst	anger
angst	Ich würde Angst empfinden, wenn ich ungewiss wäre, ob meine Firma weitergeführt wird oder nicht, weil ich mich um meine Familie und meine Zukunft sorge.	hispanische Mann	Ich fühlte ..., als unklar war ob unsere Firma weitergeführt wird oder nicht.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich ungewiss wäre, ob meine Firma weitergeführt wird oder nicht, weil ich mich um meine Familie und meine Zukunft sorge.	hispanische Mann	Ich fühlte ..., als unklar war ob unsere Firma weitergeführt wird oder nicht.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich ungewiss wäre, ob meine Firma weitergeführt wird oder nicht, weil ich mich um meine Familie und meine Zukunft sorge.	hispanische Mann	Ich fühlte ..., als unklar war ob unsere Firma weitergeführt wird oder nicht.		angst	fear
